closure_item_id,source_task_id,gate_id,task_group,object_code,object_name,owner_role,source_current_status,proposed_closure_status,evidence_reference,closure_comment,reviewer,review_date,closure_result,blocks_apply,not_imported,not_real_record
GC-0339,STG2-LINK-069,GR-11,stage2_structured_review,JL-7.7-01,manual_v5_candidate_7_7->record_form_template:JL-7.7-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-339,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0340,STG2-LINK-070,GR-11,stage2_structured_review,XZTC/CX-06-2022,manual_v5_candidate_7_8->procedure_document:XZTC/CX-06-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-340,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0341,STG2-LINK-071,GR-11,stage2_structured_review,XZTC/CX-26-2022,manual_v5_candidate_7_8->procedure_document:XZTC/CX-26-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-341,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0342,STG2-LINK-072,GR-11,stage2_structured_review,XZTC/CX-29-2022,manual_v5_candidate_7_8->procedure_document:XZTC/CX-29-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-342,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0343,STG2-LINK-073,GR-11,stage2_structured_review,JL-7.8-01,manual_v5_candidate_7_8->record_form_template:JL-7.8-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-343,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0344,STG2-LINK-074,GR-11,stage2_structured_review,XZTC/CX-14-2022,manual_v5_candidate_7_9->procedure_document:XZTC/CX-14-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-344,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0345,STG2-LINK-075,GR-11,stage2_structured_review,XZTC/CX-15-2022,manual_v5_candidate_7_9->procedure_document:XZTC/CX-15-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-345,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0346,STG2-LINK-076,GR-11,stage2_structured_review,XZTC/CX-16-2022,manual_v5_candidate_7_9->procedure_document:XZTC/CX-16-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-346,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0347,STG2-LINK-077,GR-11,stage2_structured_review,JL-7.9-01,manual_v5_candidate_7_9->record_form_template:JL-7.9-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-347,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0348,STG2-LINK-078,GR-11,stage2_structured_review,XZTC/CX-15-2022,manual_v5_candidate_7_10->procedure_document:XZTC/CX-15-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-348,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0349,STG2-LINK-079,GR-11,stage2_structured_review,XZTC/CX-16-2022,manual_v5_candidate_7_10->procedure_document:XZTC/CX-16-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-349,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0350,STG2-LINK-080,GR-11,stage2_structured_review,XZTC/CX-32-2022,manual_v5_candidate_7_10->procedure_document:XZTC/CX-32-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-350,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0351,STG2-LINK-081,GR-11,stage2_structured_review,JL-7.10-01,manual_v5_candidate_7_10->record_form_template:JL-7.10-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-351,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0352,STG2-LINK-082,GR-11,stage2_structured_review,XZTC/CX-08-2022,manual_v5_candidate_7_11->procedure_document:XZTC/CX-08-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-352,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0353,STG2-LINK-083,GR-11,stage2_structured_review,XZTC/CX-19-2022,manual_v5_candidate_7_11->procedure_document:XZTC/CX-19-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-353,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0354,STG2-LINK-084,GR-11,stage2_structured_review,XZTC/CX-26-2022,manual_v5_candidate_7_11->procedure_document:XZTC/CX-26-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-354,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0355,STG2-LINK-085,GR-11,stage2_structured_review,JL-7.11-01,manual_v5_candidate_7_11->record_form_template:JL-7.11-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-355,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0356,STG2-LINK-086,GR-11,stage2_structured_review,XZTC/CX-08-2022,manual_v5_candidate_8_1->procedure_document:XZTC/CX-08-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-356,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0357,STG2-LINK-087,GR-11,stage2_structured_review,XZTC/CX-19-2022,manual_v5_candidate_8_1->procedure_document:XZTC/CX-19-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-357,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0358,STG2-LINK-088,GR-11,stage2_structured_review,XZTC/CX-20-2022,manual_v5_candidate_8_1->procedure_document:XZTC/CX-20-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-358,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0359,STG2-LINK-089,GR-11,stage2_structured_review,XZTC/CX-21-2022,manual_v5_candidate_8_1->procedure_document:XZTC/CX-21-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-359,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0360,STG2-LINK-090,GR-11,stage2_structured_review,JL-8.8-01,manual_v5_candidate_8_1->record_form_template:JL-8.8-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-360,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0361,STG2-LINK-091,GR-11,stage2_structured_review,JL-8.9-01,manual_v5_candidate_8_1->record_form_template:JL-8.9-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-361,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0362,STG2-LINK-092,GR-11,stage2_structured_review,XZTC/CX-08-2022,manual_v5_candidate_8_2->procedure_document:XZTC/CX-08-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-362,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0363,STG2-LINK-093,GR-11,stage2_structured_review,XZTC/CX-13-2022,manual_v5_candidate_8_2->procedure_document:XZTC/CX-13-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-363,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0364,STG2-LINK-094,GR-11,stage2_structured_review,XZTC/CX-19-2022,manual_v5_candidate_8_2->procedure_document:XZTC/CX-19-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-364,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0365,STG2-LINK-095,GR-11,stage2_structured_review,JL-8.3-01,manual_v5_candidate_8_2->record_form_template:JL-8.3-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-365,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0366,STG2-LINK-096,GR-11,stage2_structured_review,XZTC/CX-08-2022,manual_v5_candidate_8_3->procedure_document:XZTC/CX-08-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-366,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0367,STG2-LINK-097,GR-11,stage2_structured_review,XZTC/CX-26-2022,manual_v5_candidate_8_3->procedure_document:XZTC/CX-26-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-367,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0368,STG2-LINK-098,GR-11,stage2_structured_review,JL-8.3-01,manual_v5_candidate_8_3->record_form_template:JL-8.3-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-368,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0369,STG2-LINK-099,GR-11,stage2_structured_review,XZTC/CX-06-2022,manual_v5_candidate_8_4->procedure_document:XZTC/CX-06-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-369,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0370,STG2-LINK-100,GR-11,stage2_structured_review,XZTC/CX-19-2022,manual_v5_candidate_8_4->procedure_document:XZTC/CX-19-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-370,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0371,STG2-LINK-101,GR-11,stage2_structured_review,XZTC/CX-26-2022,manual_v5_candidate_8_4->procedure_document:XZTC/CX-26-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-371,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0372,STG2-LINK-102,GR-11,stage2_structured_review,JL-8.4-01,manual_v5_candidate_8_4->record_form_template:JL-8.4-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-372,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0373,STG2-LINK-103,GR-11,stage2_structured_review,XZTC/CX-17-2022,manual_v5_candidate_8_5->procedure_document:XZTC/CX-17-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-373,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0374,STG2-LINK-104,GR-11,stage2_structured_review,XZTC/CX-18-2022,manual_v5_candidate_8_5->procedure_document:XZTC/CX-18-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-374,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0375,STG2-LINK-105,GR-11,stage2_structured_review,XZTC/CX-32-2022,manual_v5_candidate_8_5->procedure_document:XZTC/CX-32-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-375,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0376,STG2-LINK-106,GR-11,stage2_structured_review,JL-8.5-01,manual_v5_candidate_8_5->record_form_template:JL-8.5-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-376,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0377,STG2-LINK-107,GR-11,stage2_structured_review,XZTC/CX-12-2022,manual_v5_candidate_8_6->procedure_document:XZTC/CX-12-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-377,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0378,STG2-LINK-108,GR-11,stage2_structured_review,XZTC/CX-18-2022,manual_v5_candidate_8_6->procedure_document:XZTC/CX-18-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-378,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0379,STG2-LINK-109,GR-11,stage2_structured_review,XZTC/CX-20-2022,manual_v5_candidate_8_6->procedure_document:XZTC/CX-20-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-379,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0380,STG2-LINK-110,GR-11,stage2_structured_review,XZTC/CX-21-2022,manual_v5_candidate_8_6->procedure_document:XZTC/CX-21-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-380,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0381,STG2-LINK-111,GR-11,stage2_structured_review,JL-8.6-01,manual_v5_candidate_8_6->record_form_template:JL-8.6-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-381,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0382,STG2-LINK-112,GR-11,stage2_structured_review,XZTC/CX-15-2022,manual_v5_candidate_8_7->procedure_document:XZTC/CX-15-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-382,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0383,STG2-LINK-113,GR-11,stage2_structured_review,XZTC/CX-16-2022,manual_v5_candidate_8_7->procedure_document:XZTC/CX-16-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-383,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0384,STG2-LINK-114,GR-11,stage2_structured_review,XZTC/CX-20-2022,manual_v5_candidate_8_7->procedure_document:XZTC/CX-20-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-384,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0385,STG2-LINK-115,GR-11,stage2_structured_review,JL-8.7-01,manual_v5_candidate_8_7->record_form_template:JL-8.7-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-385,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0386,STG2-LINK-116,GR-11,stage2_structured_review,XZTC/CX-15-2022,manual_v5_candidate_8_8->procedure_document:XZTC/CX-15-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-386,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0387,STG2-LINK-117,GR-11,stage2_structured_review,XZTC/CX-16-2022,manual_v5_candidate_8_8->procedure_document:XZTC/CX-16-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-387,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0388,STG2-LINK-118,GR-11,stage2_structured_review,XZTC/CX-19-2022,manual_v5_candidate_8_8->procedure_document:XZTC/CX-19-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-388,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0389,STG2-LINK-119,GR-11,stage2_structured_review,XZTC/CX-20-2022,manual_v5_candidate_8_8->procedure_document:XZTC/CX-20-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-389,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0390,STG2-LINK-120,GR-11,stage2_structured_review,JL-8.8-01,manual_v5_candidate_8_8->record_form_template:JL-8.8-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-390,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0391,STG2-LINK-121,GR-11,stage2_structured_review,XZTC/CX-16-2022,manual_v5_candidate_8_9->procedure_document:XZTC/CX-16-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-391,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0392,STG2-LINK-122,GR-11,stage2_structured_review,XZTC/CX-19-2022,manual_v5_candidate_8_9->procedure_document:XZTC/CX-19-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-392,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0393,STG2-LINK-123,GR-11,stage2_structured_review,XZTC/CX-20-2022,manual_v5_candidate_8_9->procedure_document:XZTC/CX-20-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-393,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0394,STG2-LINK-124,GR-11,stage2_structured_review,XZTC/CX-21-2022,manual_v5_candidate_8_9->procedure_document:XZTC/CX-21-2022,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-394,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0395,STG2-LINK-125,GR-11,stage2_structured_review,JL-8.9-01,manual_v5_candidate_8_9->record_form_template:JL-8.9-01,质量负责人/技术负责人/文件管理员,pending,closed,TEST-COMPLETE-CLOSURE-395,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
GC-0396,USER-APPLY-AUTHORIZATION,GR-13,user_authorization,apply,正式 LIMS apply 授权,用户/总控,pending,closed,TEST-COMPLETE-CLOSURE-396,测试完成态：按用户授权作为真人审核完成，用于链路验证，不代表生产受控发布记录。,测试复核人,2026-07-08,accepted,no,yes,yes
